index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
4542	main-news	headlines	2014	240	none	none	Coreia do Norte interromperá o trabalho na zona industrial conjunta	Coreia do Norte bloqueia acesso a zona industrial conjunta	4.0
4543	main-news	headlines	2014	241	none	none	Suspeito de estupro em gangue de Délhi &#39;espancado e envenenado&#39;	Veredicto de estupro coletivo em Deli adiado novamente	1.8
4544	main-news	headlines	2014	243	none	none	França promete ajuda militar no Mali	A maioria dos franceses apóia operações militares no Mali	1.4
4545	main-news	headlines	2014	245	none	none	Egípcios votam em constituição divisória	Egípcios votam na mudança de constituição	4.0
4546	main-news	headlines	2014	246	none	none	Reid cita &quot;tremendo progresso&quot; nas negociações sobre o teto da dívida	Líderes do Senado parecem próximos a acordo de teto da dívida dos EUA	2.8
4547	main-news	headlines	2014	248	none	none	Terremoto de magnitude 6,2 sacode Sarangani	Terremoto de magnitude 4,3 sacode o sudoeste da China	2.0
4548	main-news	headlines	2014	249	none	none	Um morto e 11 feridos no caos de carros em Los Angeles	6 mortos e 33 feridos na explosão de Cotabato	1.2
4549	main-news	headlines	2014	250	none	none	Presidente da easyJet renuncia	Presidente da easyJet, companhia aérea britânica sem frescuras	4.2
4550	main-news	headlines	2014	251	none	none	Obama renova oferta para cortar rede de segurança social em grande acordo orçamentário, diz assessor	Japão pede que EUA lidem rapidamente com impasse orçamentário	0.8
4551	main-news	headlines	2014	252	none	none	Bombardeiro suicida mata 14 no Conselho da Província do Afeganistão	Bombardeiro suicida mata 11 no Afeganistão	2.4
4552	main-news	headlines	2014	254	none	none	Comitê se aproxima de grandes decisões finais sobre imigração	Comitê Judiciário do Senado se aproxima de grandes decisões finais na elaboração do projeto de lei de imigração	3.4
4553	main-news	headlines	2014	255	none	none	Tropas dos EUA mortas em ataque interno afegão	Tropas da OTAN mortas em &#39;ataque interno&#39; do Afeganistão	3.8
4554	main-news	headlines	2014	256	none	none	Mãe presa por suspeita de homicídio culposo após cachorro matar filha	Homem preso por suspeita de assassinato após esfaqueamento em Suffolk	1.8
4555	main-news	headlines	2014	259	none	none	Cinco mortos e 40 desaparecidos no Canadá	40 ainda estão desaparecidos em acidente de trem no Canadá	3.2
4556	main-news	headlines	2014	260	none	none	Político da oposição tunisina morto a tiros	Líder da oposição na Tunísia morto; protestos entram em erupção	3.0
4557	main-news	headlines	2014	262	none	none	ONU pressiona necessidade de grande impulso na ajuda síria	Chefe da ONU pressiona por grande impulso na ajuda síria	4.8
4558	main-news	headlines	2014	263	none	none	Ações sobem na liderança de Wall St	Ações caem em Wall Street	1.6
4559	main-news	headlines	2014	264	none	none	George Zimmerman não é culpado de assassinato em Trayvon Martin	Protestos e apelos à calma depois que Zimmerman absolveu o assassinato de Trayvon Martin	2.6
4560	main-news	headlines	2014	265	none	none	O denunciante Edward Snowden voa para Moscou	Edward Snowden, denunciante da NSA, deixa Hong Kong em vôo para Moscou	3.6
4561	main-news	headlines	2014	266	none	none	17 mortos, 133 feridos em ataques a bomba no norte do Iraque	2 mortos, 6 feridos em confrontos no norte do Líbano	0.6
4562	main-news	headlines	2014	267	none	none	Insiders revelam segredos das eleições de 2012	Todos os olhos em Capriles como conjunto eleitoral na Venezuela	1.2
4563	main-news	headlines	2014	268	none	none	Real tristeza pela morte da enfermeira	Brincalhão de rádio em lágrimas pela morte da enfermeira	2.8
4564	main-news	headlines	2014	269	none	none	Coreia do Norte diz que pode adiar polêmico lançamento de foguete	Coreia do Norte deve adiar polêmico lançamento de foguete	4.2
4565	main-news	headlines	2014	272	none	none	Memórias do Critical Gates abalam a administração de Obama	Gates blast balança administração Obama	4.0
4566	main-news	headlines	2014	273	none	none	Jeff Bezos aposta US $ 250 milhões em reviver o Washington Post	Jeff Bezos paga US $ 250 milhões pelo Washington Post	4.2
4567	main-news	headlines	2014	274	none	none	Brooks se declara inocente de acusações de hackers	Brooks se declara inocente na audiência de hackers por telefone	3.8
4568	main-news	headlines	2014	275	none	none	Purge envia mensagem assustadora para a elite da Coréia do Norte	Expurgo do tio Kim envia mensagem assustadora à elite da Coréia do Norte	4.0
4569	main-news	headlines	2014	276	none	none	Sul-africanos comemoram o aniversário de 95 anos de Mandela	Nelson Mandela, ex-primeiro-ministro da África do Sul, volta ao hospital	1.4
4570	main-news	headlines	2014	277	none	none	Obama declara que a lei de saúde está funcionando	Obama promete fazer com que nova lei de assistência médica funcione	3.0
4571	main-news	headlines	2014	278	none	none	Fortes chuvas ameaçam inundar o dia de Natal	Chuva fresca traz mais inundações	3.0
4572	main-news	headlines	2014	279	none	none	Milhares protestam contra casamento gay	Milhares protestam contra casamento gay em Paris	3.6
4573	main-news	headlines	2014	280	none	none	Líder de gangue de Taiwan preso em aeroporto após 17 anos	Zâmbia prende ex-líder Banda por acordo de petróleo	0.4
4574	main-news	headlines	2014	282	none	none	Negociações sobre armas nucleares no Irã começam em meio a esperanças de progresso	Negociações nucleares no Irã começam em Genebra	3.0
4575	main-news	headlines	2014	283	none	none	Protestos políticos tailandeses paralisam mais ministérios	Manifestantes tailandeses cercam mais ministérios	4.2
4576	main-news	headlines	2014	284	none	none	Bezos, da Amazon, compra o Washington Post por US $ 250 milhões	Bezos, da Amazon, compra o Washington Post por US $ 250-M	4.6
4577	main-news	headlines	2014	285	none	none	Turnê econômica de Obama afetada por baixas expectativas	Obama incentiva escoteiros a acabar com a proibição de gays	1.8
4578	main-news	headlines	2014	286	none	none	Israel promete negar o Hezbollah após ataque aéreo	Carro-bomba mata quatro no bastião do Hezbollah Beirute, diz ministro	0.6
4579	main-news	headlines	2014	287	none	none	França saúda acordo EUA-Rússia sobre a Síria	Liga Árabe recebe acordo entre EUA e Rússia sobre a Síria	2.4
4580	main-news	headlines	2014	288	none	none	Mais soldados franceses na República Centro-Africana	Armas de fogo na capital da África Central criam novo pânico	2.0
4581	main-news	headlines	2014	289	none	none	Resolução da ONU ordena destruição de armas químicas na Síria	Alemanha pronta para ajudar missão química na Síria	1.0
4582	main-news	headlines	2014	290	none	none	Aliança pró-Mursi, do Egito, atualiza-se com exclusividade e sinaliza flexibilidade nas negociações	Aliança pró-Mursi do Egito sinaliza flexibilidade nas negociações	4.6
4583	main-news	headlines	2014	291	none	none	David Beckham vai se aposentar no final da temporada	David Beckham se aposenta do futebol	4.2
4584	main-news	headlines	2014	293	none	none	Líbia fecha abruptamente suas fronteiras com quatro países	Líbia fecha fronteiras e declara lei marcial no sul	3.4
4585	main-news	headlines	2014	294	none	none	Terremoto de magnitude 6,0 atinge a Grécia - USGS	Terremoto de magnitude 5,0 sacode o Japão	1.0
4586	main-news	headlines	2014	295	none	none	Pesquisa depois que o homem varreu o mar	Lara planeja visita ao Nepal	0.2
4587	main-news	headlines	2014	296	none	none	Militantes encenam fuga do Paquistão	Talibã: 250 militantes escapam após ataque à prisão do Paquistão	3.0
4588	main-news	headlines	2014	297	none	none	Meteorito atinge a Rússia central, mais de 500 pessoas feridas	Meteorito atinge a Rússia central, 400 feridos	3.0
4589	main-news	headlines	2014	299	none	none	Blizzard interrompe nordeste dos EUA	Blizzard cai no nordeste dos EUA e fecha estradas	4.2
4590	main-news	headlines	2014	300	none	none	Manifestantes da OTAN absolvidos de acusações de terrorismo	Manifestantes da OTAN condenados por acusações de não terrorismo	1.6
4591	main-news	headlines	2014	301	none	none	&quot;Credibilidade na linha sobre a Síria&quot;	Obama: Congresso, credibilidade mundial on-line	1.4
4592	main-news	headlines	2014	302	none	none	Taliban em pauta para os EUA no Paquistão	Terremoto atinge pelo menos 33 pessoas no Paquistão	0.0
4593	main-news	headlines	2014	304	none	none	Ministro do Interior do Egito sobrevive a bomba	Ministro do Interior do Egito sobrevive a ataque a bomba	5.0
4594	main-news	headlines	2014	305	none	none	Yuan da China enfraquece para 6.2767 contra USD quinta-feira	Yuan da China enfraquece para 6.1818 contra USD na terça-feira	2.0
4595	main-news	headlines	2014	306	none	none	Obama mantém conversações sobre ação na Síria	Cameron perde votação parlamentar sobre ação militar na Síria	1.4
4596	main-news	headlines	2014	307	none	none	Egito congela bens da Irmandade Muçulmana	Egito congela fundos da Irmandade Muçulmana	5.0
4597	main-news	headlines	2014	308	none	none	Relatório Zen: Não é fácil ter alta manutenção	Meteorito russo deixa edifício escancarado	0.0
4598	main-news	headlines	2014	310	none	none	Tony Abbott empossado como novo primeiro-ministro australiano	Tony Abbott empossado como Austrália PM	4.6
4599	main-news	headlines	2014	311	none	none	Exército do Egito reprime Irmandade	Militares do Egito reprimem a Irmandade Muçulmana	4.0
4600	main-news	headlines	2014	312	none	none	Assembléia da Venezuela se reúne em meio à crise de saúde de Chávez	Assembléia se reúne em meio à crise de Chávez	3.4
4601	main-news	headlines	2014	314	none	none	Oposição síria ameaça encerrar negociações	Oposição da Síria concorda em negociações	2.0
4602	main-news	headlines	2014	316	none	none	Homem-bomba mata policial no Paquistão	Bombardeiros suicidas matam 3 soldados no Paquistão	2.6
4603	main-news	headlines	2014	317	none	none	Manifestantes antigovernamentais invadem as ruas de Kiev	Manifestantes da Ucrânia derrubam estátua de Lenin	0.8
4604	main-news	headlines	2014	318	none	none	Homem de Chicago será condenado por condenações terroristas	Chefes de banco de Cabul são condenados por corrupção	1.0
4605	main-news	headlines	2014	319	none	none	Ataque de drone dos EUA mata três no noroeste do Paquistão	Ataque de drone dos EUA mata sete no Waziristão do Norte	2.4
4606	main-news	headlines	2014	320	none	none	A falha na faixa interrompe o serviço de trem entre Raffles Place, Marina Bay	Serviço de trem interrompido entre Raffles Place e Marina Bay	4.2
4607	main-news	headlines	2014	322	none	none	Manning condenado a 35 anos por vazar segredos do governo	Britânico preso por 10 anos por vender detectores de bombas falsas	1.0
4608	main-news	headlines	2014	323	none	none	Polícia britânica diz que não há ligação terrorista com queda de helicóptero	Polícia da China procura oito suspeitos por acidente	1.0
4609	main-news	headlines	2014	324	none	none	Homem-bomba mata 13 no sul da Rússia	Homem-bomba mata 16 em Volgogrado na Rússia	1.8
4610	main-news	headlines	2014	325	none	none	41 mortos, 22 feridos em ataques violentos no Iraque	15 mortos, 90 feridos em novos ataques no Iraque	1.8
4611	main-news	headlines	2014	327	none	none	Kerry visita a Jordânia, a paz entre Israel e Palestina na agenda	Kerry adia visita a Israel em uma semana	2.5
4612	main-news	headlines	2014	328	none	none	Desemprego na zona do euro atinge novo recorde	Desemprego na UE atinge novo recorde	4.4
4613	main-news	headlines	2014	330	none	none	O verdadeiro herói de Nelson Mandela não era Gandhi, mas Nehru	A saúde de Nelson Mandela é &quot;instável&quot;	1.4
4614	main-news	headlines	2014	331	none	none	Diante do imposto de resgate, os cipriotas tentam sacar dinheiro dos bancos	Termos de resgate são executados rapidamente nos bancos de Chipre	3.0
4615	main-news	headlines	2014	332	none	none	Obama se inscreve no Obamacare	Americanos lutam para se inscrever no Obamacare dentro do prazo	1.2
4616	main-news	headlines	2014	333	none	none	Lance Armstrong confessa tudo a Oprah	Lance Armstrong confessa ter dopado em entrevista à Oprah	4.2
4617	main-news	headlines	2014	334	none	none	Andy Murray merece cavalaria, diz David Cameron	David Cameron: Andy Murray merece um título de cavaleiro	5.0
4618	main-news	headlines	2014	335	none	none	Índice Hushen 300 fecha mais alto - 14 de outubro	Índice Hushen 300 fecha em baixa - 12 de março	2.0
4619	main-news	headlines	2014	336	none	none	Departamento de Estado dos EUA criticado por Benghazi	Chefe de segurança do Departamento de Estado renuncia após Benghazi	2.4
4620	main-news	headlines	2014	337	none	none	Soccer-France recebe a Austrália pela primeira vez em outubro	Funcionário da NRA deve enfrentar perguntas pela primeira vez desde comentários controversos	0.0
4621	main-news	headlines	2014	338	none	none	Embaixador de Honduras na Colômbia demitido após festa descontrolada	Embaixador de Honduras renuncia após suposta orgia de embaixada	3.6
4622	main-news	headlines	2014	339	none	none	Síria deve destruir armas químicas	Líbia destrói últimas armas químicas	2.4
4623	main-news	headlines	2014	340	none	none	Tremor moderado no Mediterrâneo Central	Irã: Candidato moderado vence votação presidencial	0.0
4624	main-news	headlines	2014	341	none	none	Três afegãos mortos em ataque suicida	Três afegãos mortos em nova explosão na base dos EUA no leste do Afeganistão	3.6
4625	main-news	headlines	2014	342	none	none	Bombas suicidas atingem militares do Egito no Sinai e matam 6	Bombas suicidas atingem militares do Egito no Sinai e matam 4	2.8
4626	main-news	headlines	2014	343	none	none	Mercados asiáticos ganham com dados econômicos otimistas dos EUA	Mercados asiáticos aumentam com dados positivos dos EUA e da China	3.4
4627	main-news	headlines	2014	346	none	none	Homem-bomba mata 9 em comício político no Paquistão	Homem-bomba mata guarda em embaixada dos EUA na Turquia	1.6
4628	main-news	headlines	2014	347	none	none	Quatro apoiantes de Morsi mortos no conflito no Egito	Dezenas de feridos enquanto apoiadores de Morsi se chocam com forças de segurança	2.2
4629	main-news	headlines	2014	348	none	none	Os alunos fazem um passeio nas ondas de rádio	Terremoto de magnitude 5,5 atinge Taiwan	0.0
4630	main-news	headlines	2014	349	none	none	Oficial de Pistorius retirado do caso	Oficial de Pistorius por tentativa de assassinato	2.2
4631	main-news	headlines	2014	350	none	none	Vinnie Jones revela nova batalha contra o câncer	Vinnie Jones revela que tem câncer de pele	4.0
4632	main-news	headlines	2014	352	none	none	Chefe do Talibã paquistanês Hakimullah Mehsud morto em ataque por drone	Taliban no Paquistão promete vingança, para pagar o assassinato de Hakimullah em derramamento de sangue	2.6
4633	main-news	headlines	2014	353	none	none	Dezenas de mortos em ataque aéreo a padaria no centro da Síria	&#39;Dezenas de mortos&#39; em ataque aéreo sírio contra padaria	5.0
4634	main-news	headlines	2014	354	none	none	Homens armados matam um soldado e ferem outros dois no Paquistão	Homens armados matam 6 trabalhadores da pólio no Paquistão	2.0
4635	main-news	headlines	2014	355	none	none	Polícia confirma como suspeito foi capturado	Incursão no suspeito de atentado à Maratona de Boston capturada em filme	2.2
4636	main-news	headlines	2014	356	none	none	Começa a destruição das armas químicas da Síria	Destruição das armas químicas da Síria pode ser difícil	2.8
4637	main-news	headlines	2014	357	none	none	Inundações no Canadá obrigam a evacuação de outra cidade	Incêndio na Califórnia força evacuação de casas e universidade	0.8
4638	main-news	headlines	2014	358	none	none	ONU diz que drones dos EUA violam a soberania do Paquistão	ONU: ataques com drones dos EUA violam a soberania do Paquistão	4.4
4639	main-news	headlines	2014	359	none	none	Obama elogia &#39;inspiração&#39; de Mandela	Obama elogia efeito de inspiração de Mandela	4.8
4640	main-news	headlines	2014	360	none	none	Obama vem &#39;ouvir&#39; Israel e palestinos	Kerry Congratula-se com o Plano Árabe para Conversas Israel-Palestina	0.8
4641	main-news	headlines	2014	361	none	none	Os e-mails - Empresa petrolífera perguntou a trader sobre reunião com ministro	Empresa de petróleo perguntou a comerciante desonesto sobre reunião com ministro	4.2
4642	main-news	headlines	2014	362	none	none	Número de mortos em ataque policial na Nigéria sobe para 30	Número de mortos em ataque de ônibus no Quênia sobe para seis	1.4
4643	main-news	headlines	2014	363	none	none	Síria &#39;declarar armas químicas e assinar convenção&#39;	Rússia e Síria trabalham no plano &#39;concreto&#39; de armas químicas	2.6
4644	main-news	headlines	2014	364	none	none	Austrália vai abandonar teto da dívida nacional	Primeiro-ministro australiano não insiste em discutir com a Indonésia	0.0
4645	main-news	headlines	2014	365	none	none	Mercados asiáticos atingem alta de 3 semanas com a esperança de acordo com a dívida dos EUA	Ações asiáticas atingem altas de três semanas na esperança de acordo com a dívida dos EUA	4.8
4646	main-news	headlines	2014	366	none	none	O primeiro-ministro italiano Mario Monti renuncia	&#39;Primeiro-ministro palestino Fayyad renuncia&#39;	1.4
4647	main-news	headlines	2014	367	none	none	África do Sul admite erro sobre Mandela &#39;esquizofrênico&#39;	África do Sul admite possível &#39;erro&#39; sobre surdo no memorial de Mandela	3.2
4648	main-news	headlines	2014	368	none	none	Irã diz que sérios problemas permanecem em negociações nucleares	Irã promete preservar programa nuclear &quot;pacífico&quot;	1.6
4649	main-news	headlines	2014	369	none	none	Multidões se reúnem em Belém para o Natal	Oh, pequena cidade de Belém - de verdade	2.0
4650	main-news	headlines	2014	370	none	none	Sete soldados da paz mortos em Darfur, no Sudão	Pacificador morto em confronto em Abyei	1.6
4651	main-news	headlines	2014	371	none	none	OTAN: bateria de mísseis Patriot operacional na fronteira síria	Obama: baterias de mísseis patriota e tropas para ficar na Jordânia, perto da fronteira com a Síria	3.2
4652	main-news	headlines	2014	372	none	none	Ações dos EUA caem no terceiro dia de paralisação	Ações caem no terceiro dia de paralisação do governo	4.6
4653	main-news	headlines	2014	373	none	none	Guiné vota em longa votação legislativa	Equatorianos votam em pesquisas legislativas	3.4
4654	main-news	headlines	2014	374	none	none	OTAN: 3 soldados mortos no ataque ao Afeganistão	Tropas da OTAN mortas em &#39;ataque interno&#39; do Afeganistão	3.0
4655	main-news	headlines	2014	375	none	none	Soldado israelense atinge criança palestina em Hebron	Soldados israelenses matam palestina na Cisjordânia	1.2
4656	main-news	headlines	2014	376	none	none	Vozes da ONU alertam sobre ataques israelenses na Síria	Autoridade israelense confirma segundo ataque aéreo na Síria	2.2
4657	main-news	headlines	2014	377	none	none	Exército do Egito lança novos ataques aéreos contra militantes do Sinai	Egito lança novo ataque contra militantes do Sinai	3.4
4658	main-news	headlines	2014	378	none	none	Forças francesas atacam aliados da Al-Qaeda no Mali	Uma batalha para retomar o norte do Mali: centenas de soldados franceses afastam rebeldes ligados à Al Qaeda	2.6
4659	main-news	headlines	2014	379	none	none	Polícia egípcia dispara gás lacrimogêneo contra manifestantes da Irmandade	Índia: Gás lacrimogêneo demitido em manifestantes de estupro de gangues	1.2
4660	main-news	headlines	2014	380	none	none	Regime da Síria concorda em participar de conferência de paz	Síria e oposição concordam &#39;em princípio&#39; em participar de conferência de paz	3.0
4661	main-news	headlines	2014	383	none	none	Dezenas de feridos após queda de um avião Boeing 777 no aeroporto de São Francisco	Acidente da Asiana Air Boeing 777 pousa no aeroporto de São Francisco	3.8
4662	main-news	headlines	2014	384	none	none	13 crianças morrem em incêndio na mesquita de Mianmar	Polícia de Mianmar diz que 13 crianças morrem em incêndio na mesquita	4.6
4663	main-news	headlines	2014	385	none	none	Senado dos EUA vai votar acordo sobre penhasco fiscal com prazo próximo	Falésia fiscal: Câmara atrasa votação de acordo com falésia fiscal - ao vivo	2.8
4664	main-news	headlines	2014	388	none	none	Homem com faca preso na entrada do Palácio de Buckingham	Homem acusado de prisão no Palácio de Buckingham	2.2
4665	main-news	headlines	2014	389	none	none	5 pessoas enterradas na avalanche do Colorado	&#39;5 snowboarders mortos em avalanche no Colorado&#39;	2.8
4666	main-news	headlines	2014	390	none	none	Ban Ki-moon revê acordo sobre armas químicas na Síria	Proibição de rever acordo de armas químicas na Síria	3.6
4667	main-news	headlines	2014	391	none	none	Presidente iraquiano no hospital por problemas de saúde	Presidente iraquiano no hospital após sofrer derrame	3.6
4668	main-news	headlines	2014	392	none	none	A coalizão de longa data da Malásia se mantém no poder	Coligação dominante da Malásia ganha maioria	3.8
4669	main-news	headlines	2014	394	none	none	Explosões perto da embaixada iraniana em Beirute	Duas explosões perto da embaixada iraniana em Beirute	4.2
4670	main-news	headlines	2014	395	none	none	19 feridos em tiroteio em Nova Orleans	Polícia: 19 feridos em tiroteio no dia das mães de NOLA	4.2
4671	main-news	headlines	2014	396	none	none	Hagel lamenta mudanças &quot;políticas&quot; no orçamento de defesa dos EUA	Hagel defende cortes propostos nos gastos com defesa	2.4
4672	main-news	headlines	2014	397	none	none	EUA proíbem líquidos de mão e géis em voos para a Rússia	EUA proíbem líquidos de mão em vôos diretos para a Rússia	4.4
4673	main-news	headlines	2014	398	none	none	Irmandade do Egito permanece firme após assassinatos	Egito: Irmandade Muçulmana está por trás de Morsi	2.4
4674	main-news	headlines	2014	400	none	none	Tropas da Otan matam duas crianças afegãs	Greve da Otan mata 11 crianças afegãs	3.0
4675	main-news	headlines	2014	401	none	none	Presidente iraniano pede novas negociações nucleares	Ministro iraniano culpa West por fracassar em negociações com armas nucleares	2.0
4676	main-news	headlines	2014	402	none	none	Inundações matam dois e força 75.000 de casas em Calgary	Forças de inundação 75.000 das casas do Canadá	3.4
4677	main-news	headlines	2014	403	none	none	4 tropas da OTAN mortas no Afeganistão	Oito tropas da OTAN mortas no Afeganistão	2.6
4678	main-news	headlines	2014	404	none	none	Tufão Fitow chega ao leste da China	Tufão Fitow bate no sudeste da China	3.8
4679	main-news	headlines	2014	405	none	none	Mandela passa o Natal no hospital	Filme de Mandela estréia este mês na África do Sul	0.2
4680	main-news	headlines	2014	406	none	none	Pesquisas sugerem aliado de Putin vence votação em Moscou	Pesquisas mostram que aliado de Putin vence votação em Moscou e Navalny chora falta	3.4
4681	main-news	headlines	2014	407	none	none	Juiz faz apelo inocente por James Holmes	Confissão não culpada por James Holmes - mas opção de insanidade ainda está na mesa	4.0
4682	main-news	headlines	2014	408	none	none	Pelo menos 45 mortos em acidente de trem na Espanha	Pelo menos 13 mortos em três carros-bomba em Diyala, no Iraque	1.0
4683	main-news	headlines	2014	410	none	none	Chris Froome cavalga para o final da Tour de France	Shows de Chris Brown cancelaram novo	0.0
4684	main-news	headlines	2014	411	none	none	Aplicativo da Apple direciona motoristas para a pista do aeroporto do Alasca	Aplicativo da Apple envia motoristas ao aeroporto	3.6
4685	main-news	headlines	2014	412	none	none	Suspeita de drone dos EUA mata três militantes no Paquistão	Drone dos EUA mata 4 militantes no Paquistão	3.4
4686	main-news	headlines	2014	416	none	none	Francisco começa o papado com oração	Papa Francisco sai do Vaticano para orar	3.6
4687	main-news	headlines	2014	417	none	none	Senado dos EUA se reúne como caminho para sair do impasse fiscal ainda indescritível	Senado dos EUA tem dias raros de sessões de domingo em meio a impasse fiscal	3.6
4688	main-news	headlines	2014	418	none	none	Irmandade do Egito tão sitiada quanto seu líder	Irmandade Muçulmana do Egito Preparada para Marcha Missa	1.8
4689	main-news	headlines	2014	420	none	none	Nova fragata furtiva da China encomendada	Bielorrússia e Letônia criarão comissão de fronteira	0.2
4690	main-news	headlines	2014	421	none	none	Violência no Iraque mata 11	Violência no Iraque mata sete	2.2
4691	main-news	headlines	2014	422	none	none	Protestos continuam na capital tensa da Ucrânia	Protestos continuam no Brasil	1.6
4692	main-news	headlines	2014	424	none	none	Britânicos libertados após sequestro no Sinai do Egito - fontes	Beduíno libera dois britânicos apreendidos no Sinai do Egito	3.2
4693	main-news	headlines	2014	425	none	none	Síria saúda acordo nuclear do Irã	Irã e seis potências mundiais fecham acordo nuclear	3.0
4694	main-news	headlines	2014	426	none	none	Israel enfrenta reação européia por causa de plano de colonização	Israel convocou os últimos planos de solução dos países europeus	3.6
4695	main-news	headlines	2014	429	none	none	Obama brinca sobre si mesmo no jantar de repórteres	Obama zomba dos críticos durante jantar de imprensa	2.2
4696	main-news	headlines	2014	430	none	none	Allen responde às alegações de abuso de Farrow por carta	Allen se defende das alegações de abuso de Farrow	4.2
4697	main-news	headlines	2014	432	none	none	Mais de 1.000 presos escapam da prisão de al-Kweifiya na Líbia	1000 prisioneiros escapam da prisão da Líbia	4.4
4698	main-news	headlines	2014	433	none	none	Qual é a opção nuclear?	Fotos mostram prontidão nuclear para a Coréia do Norte	1.2
4699	main-news	headlines	2014	434	none	none	Forex &amp; Gold 6 de março de 2013	Forex &amp; Gold 12 de março de 2013	2.6
4700	main-news	headlines	2014	435	none	none	Islâmicos matam 21 em ataques suicidas no Níger	Carro-bombas matam 20 em cidade turca perto da fronteira com a Síria	1.0
4701	main-news	headlines	2014	436	none	none	EUA determinaram Síria usado armas químicas	ONU vota para eliminar armas químicas da Síria	2.8
4702	main-news	headlines	2014	437	none	none	O pai de Snowden chega a Moscou	O pai de Edward Snowden em Moscou	4.2
4703	main-news	headlines	2014	439	none	none	Talibã paquistanês nomeia novo líder após ataque com drone	Chefe do Talibã paquistanês morto em ataque com drones dos EUA	2.2
4704	main-news	headlines	2014	440	none	none	Atentados a bomba no Paquistão matam pelo menos 40	Agora, militantes combatem a polícia paquistanesa	1.2
4705	main-news	headlines	2014	441	none	none	Partidário da Irmandade Muçulmana morre em confronto no Cairo	Apoiadores da Irmandade Muçulmana morrem em confrontos no Egito	3.6
4706	main-news	headlines	2014	442	none	none	Os ganhos do Facebook saltam 63%, à medida que os anúncios para celular aceleram	Lucros do Facebook saltam à medida que a base de usuários se expande	3.4
4707	main-news	headlines	2014	443	none	none	Enviado da Síria pede Governo da Unidade Nacional	Enviado da Síria pede mudanças políticas para acabar com o conflito	2.2
4708	main-news	headlines	2014	445	none	none	Trinta e sete mortos na Itália mergulham em ônibus de turismo	Trinta mortos em mergulho de ônibus italiano	3.2
4709	main-news	headlines	2014	446	none	none	Rogers e Videotron ampliam o alcance com acordo de compartilhamento de rede	Rogers e Videotron chegam a acordo de compartilhamento de rede e espectro	4.2
4710	main-news	headlines	2014	447	none	none	Estoques da China terminam na quinta-feira	Estoques da China fecham na quinta-feira	5.0
4711	main-news	headlines	2014	448	none	none	Mulheres em topless protestam contra Berlusconi enquanto ele vota nas eleições	Presidente da Bulgária apoia manifestantes e se opõe às eleições	0.6
4712	main-news	headlines	2014	449	none	none	Indonésia: Crianças em idade escolar entre os 14 mortos pela erupção do vulcão na Indonésia	Indonésia: seis mortos em erupção vulcânica na Indonésia	2.8
4713	main-news	headlines	2014	452	none	none	Acordo alcançado sobre o novo governo italiano	Itália promete jurar novo governo de coalizão	3.4
4714	main-news	headlines	2014	453	none	none	Obama lamenta morte do ícone Nelson Mandela	Sul-africanos choram e comemoram Mandela	1.8
4715	main-news	headlines	2014	455	none	none	Goa primeiro passo em Modis marcha para Delhi	Pela primeira vez na história, a Technion ensina engenharia na Rússia	0.0
4716	main-news	headlines	2014	456	none	none	Cingapura fecha com alta de 0,4%	Estoques indianos abrem em alta	1.8
4717	main-news	headlines	2014	457	none	none	Maldivas realiza nova eleição para presidente	Maldivas realiza nova eleição presidencial	4.6
4718	main-news	headlines	2014	458	none	none	Egito anuncia prisão de 1.004 apoiadores da Irmandade Muçulmana	Egito ordena prisão do chefe da Irmandade Badie	1.8
4719	main-news	headlines	2014	459	none	none	Novo World Trade Center declarado o edifício mais alto dos EUA	Um World Trade Center é o edifício mais alto dos EUA	4.2
4720	main-news	headlines	2014	460	none	none	O que dizem os jornais, 12 de março de 2013	O que dizem os jornais, 25 de junho de 2013	1.8
4721	main-news	headlines	2014	461	none	none	Israel sinaliza 1500 casas de colonos	Israel revela mais 1.800 casas de colonos	3.2
4722	main-news	headlines	2014	462	none	none	Piers Morgan é interrogado pela polícia	Piers Morgan, entrevistado pela polícia no caso Hacking	3.6
4723	main-news	headlines	2014	465	none	none	Caso de gangrape de fotojornalista em Mumbai decifrado, cinco acusados são presos	Caso de estupro de um jornalista em Mumbai: todos os cinco acusados são presos	4.8
4724	main-news	headlines	2014	466	none	none	Israelense preso no Iêmen Mossad espião	Forças israelenses prendem 2 em Hebron	1.6
4725	main-news	headlines	2014	467	none	none	Meninas paquistanesas aprendem uma lição difícil	Menina paquistanesa baleada pelo Taliban aparece em vídeo	1.8
4726	main-news	headlines	2014	468	none	none	Presidente interino do Egito nomeia 2 conselheiros	Presidente interino do Egito jura em novo gabinete	2.8
4727	main-news	headlines	2014	470	none	none	China lança o primeiro míssil ar-ar do helicóptero	Tribunal da China condena Bo Xilai à prisão perpétua por corrupção	0.6
4728	main-news	headlines	2014	471	none	none	Reino Unido confirma temores sobre armas químicas da Síria	Fim &#39;próximo&#39; das armas químicas da Síria	1.4
4729	main-news	headlines	2014	472	none	none	Repressão ao Egito atrai condenação	Egito: repressão ao Egito provoca indignação global	4.6
4730	main-news	headlines	2014	474	none	none	Egito jura em novo líder interino	Exército do Egito reprime Irmandade	0.6
4731	main-news	headlines	2014	475	none	none	Atentado a bomba mata 17 no Paquistão	Homem-bomba mata 10 no Paquistão	2.6
