index	sentence1	sentence2	label
577	Os cientistas estão estudando três espécies de peixes que foram encontrados recentemente vivendo no Oceano Índico. Eles apareceram dois anos atrás.	O peixe apareceu há dois anos.	1
578	Alice estava espanando a sala e tentando encontrar o botão que mamãe havia escondido. Hoje não há tempo para ver fotos antigas em seu álbum de fotos favorito. Hoje ela teve que procurar um botão, então ela colocou o álbum em uma cadeira sem nem mesmo abri-lo.	Ela colocou o álbum em uma cadeira sem nem abrir o botão.	0
579	A polícia prendeu todos os membros da gangue. Eles estavam tentando administrar o comércio de drogas no bairro.	Os membros da gangue estavam tentando administrar o tráfico de drogas no bairro.	1
580	Não posso cortar essa árvore com aquele machado; é muito pequeno.	A árvore é muito pequena.	0
581	O sol estava coberto por uma nuvem espessa a manhã toda, mas, felizmente, quando o piquenique começou, ele se foi.	A nuvem se foi.	1
582	O caminho para o lago estava bloqueado, então não conseguimos alcançá-lo.	Não conseguimos alcançar o caminho.	0
583	Fred e Alice tinham casacos muito quentes, mas não eram suficientes para o frio no Alasca.	Fred e Alice não eram suficientes para o frio no Alasca.	0
584	Thomson visitou o túmulo de Cooper em 1765. Naquela data, ele viajava havia cinco anos.	Thomson viajava há cinco anos.	1
585	O homem levantou o garoto em seu beliche.	O homem levantou o garoto na cama de beliche do homem.	0
586	Dan ocupou o banco traseiro, enquanto Bill reivindicou a frente porque seus &quot;Dibs!&quot; foi lento.	Dan ocupou o banco traseiro, enquanto Bill reivindicou a frente porque &quot;Dibs!&quot; De Dan foi lento.	1
587	A mulher segurou a garota contra sua vontade.	A mulher segurou a garota contra a vontade dela.	1
588	Não consegui encontrar uma colher, então tentei usar uma caneta para mexer meu café. Mas isso acabou sendo uma péssima idéia, porque ficou cheio de café.	A caneta ficou cheia de café.	1
589	Este livro apresentou Shakespeare a Goethe; foi uma grande influência em seus escritos.	Foi uma grande influência nos escritos de Shakespeare.	0
590	Enquanto Ollie carregava Tommy pelos longos e sinuosos degraus, suas pernas doíam.	As pernas de Ollie doíam.	1
591	A Dra. Adams informou Kate que ela havia se aposentado e apresentou várias opções para tratamento futuro.	O Dr. Adams se aposentou e apresentou várias opções para tratamento futuro.	1
592	Derramei água da garrafa no copo até ficar cheio.	A garrafa estava cheia.	0
593	Minha reunião começou às 16:00 e eu precisava pegar o trem às 16:30, então não havia muito tempo. Felizmente, foi curto, por isso deu certo.	O trem era curto, por isso deu certo.	0
594	Sam tentou pintar um retrato de pastores com ovelhas, mas eles acabaram parecendo mais cães.	Os pastores acabaram parecendo mais cães.	0
595	Alice tentou freneticamente impedir que a filha latisse na festa, deixando-nos imaginar por que ela estava se comportando de maneira tão estranha.	Alice estava se comportando tão estranhamente.	0
596	A mãe de Emma havia morrido há muito tempo e seu lugar fora ocupado por uma excelente mulher como governanta.	O lugar de Emma fora ocupado por uma excelente mulher como governanta.	0
597	Mary pegou sua flauta e tocou uma de suas peças favoritas. Ela o tem desde criança.	Ela tem a peça desde que era criança.	0
598	Tom jogou sua mochila para Ray depois que ele chegou ao topo da escada.	Tom chegou ao topo da escada.	1
599	Mark estava perto dos calcanhares do Sr. Singer. Ele o ouviu chamando pelo capitão, prometendo-lhe, no jargão que todos conversaram naquela noite, que nada deveria ser danificado no navio, exceto apenas a munição, mas é melhor o capitão e toda sua tripulação permanecer na cabine até o trabalho acabou.	É melhor que o capitão e toda a tripulação do Sr. Singer permaneçam na cabine até que o trabalho termine.	0
600	A atriz costumava se chamar Terpsichore, mas ela mudou para Tina há alguns anos atrás, porque achou que era mais fácil pronunciar.	Terpsichore foi mais fácil de pronunciar.	0
601	Fred é o único homem ainda vivo que se lembra do meu bisavô. Ele era um homem notável.	Fred era um homem notável.	0
602	Joe pagou ao detetive depois de receber o relatório final sobre o caso.	O detetive recebeu o relatório final sobre o caso.	0
603	Anna fez muito pior do que sua amiga Lucy, no teste, porque ela havia estudado muito.	Lucy estudou muito.	1
604	Todos os dias, depois do jantar, o Sr. Schmidt tirava uma longa soneca. Mark o deixava dormir por uma hora, depois o acordava, o repreendia e o fazia trabalhar. Ele precisava levá-lo a terminar seu trabalho, porque seu trabalho era bonito.	O trabalho de Mark foi lindo.	0
605	Paul tentou ligar para George ao telefone, mas ele não estava disponível.	Paul não estava disponível.	0
606	Lily falou com Donna, quebrando o silêncio.	Lily falou com Donna, quebrando o silêncio de Donna.	0
607	A pradaria de Dakota estava tão quente e brilhante sob o sol brilhante que parecia impossível que alguma vez tivesse sido varrida pelos ventos e neves daquele inverno rigoroso.	Não parecia possível que o sol tivesse sido varrido pelos ventos e neves daquele inverno rigoroso.	0
608	Os alunos mais velhos estavam intimidando os mais jovens, então nós os punimos.	Punimos os alunos mais jovens.	0
609	Muitas pessoas começam a ler os livros de Paulo e não conseguem descartá-los. Eles são populares porque Paulo escreve muito bem.	As pessoas são populares porque Paulo escreve muito bem.	0
610	Frank estava chateado com Tom porque a torradeira que ele havia comprado dele não funcionava.	A torradeira que Tom comprou dele não funcionou.	0
611	Há um pilar entre mim e o palco, e não consigo vê-lo.	Não consigo ver ao redor do pilar.	0
612	Ann perguntou a Mary a que horas a biblioteca fecha, mas ela havia esquecido.	Ann tinha esquecido.	0
613	John contratou-se para Bill para cuidar dele.	John contratou-se para cuidar de Bill.	1
614	Então papai descobriu o quanto o homem devia à loja; a isso, acrescentou a conta do conselho no restaurante. Ele subtraiu essa quantia do salário do homem e pagou o cheque	Papai subtraiu essa quantia do salário do homem.	1
615	Os cientistas estão estudando três espécies de peixes que foram encontrados recentemente vivendo no Oceano Índico. Eles começaram há dois anos.	Os cientistas começaram dois anos atrás.	1
616	A mãe de Emma havia morrido há muito tempo e sua educação fora administrada por uma excelente mulher como governanta.	A educação da mãe de Emma fora administrada por uma excelente mulher como governanta.	0
617	Sid explicou sua teoria para Mark, mas ele não conseguia entendê-lo.	Mark não conseguia entendê-lo.	1
618	Fiquei ali, me sentindo um chappie sobre o qual já li em um livro, que assassinou outra enseada e escondeu o corpo sob a mesa da sala de jantar, e então teve que ser a vida e a alma de um jantar, com ele lá o tempo todo.	Ele tinha que ser a vida e a alma de um jantar, com a vida e a alma lá o tempo todo.	0
619	Jim confortou Kevin porque ele estava muito chateado.	Jim estava tão chateado.	0
620	Não é fácil espaçar as casas de botão exatamente à mesma distância, e é muito difícil cortá-las com o tamanho certo. O menor deslizamento da tesoura tornará o orifício muito grande, e mesmo um fio sem cortes o deixará pequeno demais.	Mesmo uma linha sem cortes deixará o orifício muito pequeno.	1
621	John contratou-se para Bill para cuidar dele.	John contratou-se para Bill para cuidar de John.	0
622	John não podia ver o palco com Billy na frente dele, porque ele é muito alto.	Billy é tão alto.	1
623	Dando tapinhas nas costas, a mulher sorriu para a garota.	Dando tapinhas nas costas da garota, a mulher sorriu para ela.	1
624	Usei um pano velho para limpar a faca e depois coloquei no lixo.	Coloquei a faca no lixo.	0
625	Como estava chovendo, carreguei o jornal na mochila para mantê-lo seco.	Carreguei o jornal na minha mochila para mantê-la seca.	0
626	A escultura rolou da prateleira porque não estava nivelada.	A prateleira não estava nivelada.	1
627	Madonna demitiu seu treinador porque não suportava o namorado.	Madonna não suportava o namorado.	1
628	Ao rolar na parte superior, Tatyana podia olhar por cima e ver sua mãe claramente. Quão pequena, reta e rígida ela estava no beliche abaixo! Seus olhos estavam fechados, mas Tatyana duvidava que ela dormisse.	Tatyana duvidou que Tatyana dormisse.	0
629	Sam e Amy estão apaixonadamente apaixonados, mas os pais de Amy estão descontentes com isso, porque têm quinze anos.	Sam e Amy têm quinze.	1
630	Quando Tommy largou o sorvete, Timmy deu uma risadinha, então o pai deu-lhe um olhar compreensivo.	Papai lançou um olhar de simpatia para Timmy.	0
631	Mark contou a Pete muitas mentiras sobre si mesmo, que Pete incluiu em seu livro. Ele deveria ter sido mais cético.	Pete deveria ter sido mais cético.	1
632	Tom disse &quot;Cheque&quot; a Ralph quando ele levou seu bispo.	Tom disse &quot;Cheque&quot; a Ralph quando ele levou o bispo de Tom.	0
633	A mãe de Emma havia morrido há muito tempo e seu lugar fora ocupado por uma excelente mulher como governanta.	O lugar da mãe de Emma fora ocupado por uma excelente mulher como governanta.	1
634	Embora eles corressem na mesma velocidade, Sue venceu Sally porque ela teve um péssimo começo.	Sally teve um começo tão ruim.	1
